"","entry","module","genes","pathway","module_info","pathway_info"
"686","mmu:331026","","Gmppb, AI317178, E430010H19","mmu00051, mmu00520","","Fructose and mannose metabolism, Amino sugar and nucleotide sugar metabolism"
"687","mmu:54128","","Pmm2, AI585868, C86848","mmu00051, mmu00520","","Fructose and mannose metabolism, Amino sugar and nucleotide sugar metabolism"
"688","mmu:69080","","Gmppa, 1810012N01Rik","mmu00051, mmu00520","","Fructose and mannose metabolism, Amino sugar and nucleotide sugar metabolism"
"689","mmu:75540","","Fpgt, 1700016E03Rik","mmu00051, mmu00520","","Fructose and mannose metabolism, Amino sugar and nucleotide sugar metabolism"
"690","mmu:11605","","Gla, A, Ags","mmu00052, mmu00561, mmu00600, mmu00603","","Galactose metabolism, Glycerolipid metabolism, Sphingolipid metabolism, Glycosphingolipid biosynthesis - globo and isoglobo series"
"691","mmu:14387","","Gaa, E430018M07Rik","mmu00052, mmu00500","","Galactose metabolism, Starch and sucrose metabolism"
"692","mmu:16770","","Lalba, AW208827, Lyzg","mmu00052","","Galactose metabolism"
"693","mmu:226413","","Lct, Gm100, L, LAC, LPH, Lphl","mmu00052","","Galactose metabolism"
"694","mmu:232714","","Mgam, 6030407P20Rik, MGA","mmu00052, mmu00500","","Galactose metabolism, Starch and sucrose metabolism"
"695","mmu:69983","","Sis, 2010204N08Rik, S, SI, Si-s","mmu00052, mmu00500","","Galactose metabolism, Starch and sucrose metabolism"
"696","mmu:76051","","Ganc, 5830445O15Rik, 9330160A12, mFLJ00088","mmu00052, mmu00500","","Galactose metabolism, Starch and sucrose metabolism"
"697","mmu:56727","","Miox, 0610009I10Rik, AI314022, Al, Aldrl6, C85427, RSOR","mmu00053, mmu00562","","Ascorbate and aldarate metabolism, Inositol phosphate metabolism"
"698","mmu:100705","","Acacb, AI597064, AW743042, Acc, Acc2, Accb","mmu00061, mmu00620, mmu00640","","Fatty acid biosynthesis, Pyruvate metabolism, Propanoate metabolism"
"699","mmu:99035","","Olah, AI607300, E230009B14Rik, Thedc1","mmu00061","","Fatty acid biosynthesis"
"700","mmu:171210","","Acot2, AA571646, MTE-, MTE-I, Mte1","mmu00062, mmu01040","","Fatty acid elongation, Biosynthesis of unsaturated fatty acids"
"701","mmu:171281","","Acot3, AW108394, PTE, PTE-Ia, Pte2a","mmu00062, mmu01040","","Fatty acid elongation, Biosynthesis of unsaturated fatty acids"
"702","mmu:171282","","Acot4, B430212I04Rik, PTE-, PTE-Ib, Pte1b, Pte2, Pte2b","mmu00062, mmu01040","","Fatty acid elongation, Biosynthesis of unsaturated fatty acids"
"703","mmu:19063","","Ppt1, 9530043G02Rik, AA960502, C77813, CL, CLN1, D4Ertd184, D4Ertd184e, INCL, PPT","mmu00062","","Fatty acid elongation"
"704","mmu:217698","","Acot5, BC016076, PTE-, PTE-Ic","mmu00062, mmu01040","","Fatty acid elongation, Biosynthesis of unsaturated fatty acids"
"705","mmu:26897","","Acot1, ACH, ACH2, CTE-, CTE-1, CTE-I, Cte1, D12Ucl, D12Ucla1","mmu00062, mmu01040","","Fatty acid elongation, Biosynthesis of unsaturated fatty acids"
"706","mmu:54397","","Ppt2, 0610007M19Rik, AA672937","mmu00062","","Fatty acid elongation"
"707","mmu:66198","","Them5, 1110007B02Rik, 1110038F21Rik","mmu00062","","Fatty acid elongation"
"708","mmu:70025","","Acot7, 2410041A17Rik, AU01471, Ach1, Act, Bac, Bach, CTE-IIa, Cte-II, Lach1","mmu00062, mmu01040","","Fatty acid elongation, Biosynthesis of unsaturated fatty acids"
"709","mmu:75778","","Them4, 2700077M13Rik, 4921507I02Rik","mmu00062","","Fatty acid elongation"
"710","mmu:100040843","","Cyp4a32","mmu00071, mmu00590, mmu00830","","Fatty acid degradation, Arachidonic acid metabolism, Retinol metabolism"
"711","mmu:11409","","Acads, AI196007, Bcd-1, Bcd1, Hdlq, Hdlq8, SC, SCAD","mmu00071, mmu00280, mmu00410, mmu00640, mmu00650","","Fatty acid degradation, Valine, leucine and isoleucine degradation, beta-Alanine metabolism, Propanoate metabolism, Butanoate metabolism"
"712","mmu:12894","","Cpt1a, C730027G07, CP, CPTI, Cpt, Cpt1","mmu00071","","Fatty acid degradation"
"713","mmu:12895","","Cpt1b, Cpt, Cpt1, Cpt1-m, Cpti, Cpti-m, M-CP, M-cpti","mmu00071","","Fatty acid degradation"
"714","mmu:12896","","Cpt2, AI323697, CP, CPTII","mmu00071","","Fatty acid degradation"
"715","mmu:13117","","Cyp4a10, AI647584, Cyp, Cyp4a, D4R, D4Rp1, Msp, Msp-3, R, RP1","mmu00071, mmu00590, mmu00830","","Fatty acid degradation, Arachidonic acid metabolism, Retinol metabolism"
"716","mmu:13118","","Cyp4a12b, BC060945, Cyp4a12","mmu00071, mmu00590, mmu00830","","Fatty acid degradation, Arachidonic acid metabolism, Retinol metabolism"
"717","mmu:13119","","Cyp4a14, AI314743","mmu00071, mmu00590, mmu00830","","Fatty acid degradation, Arachidonic acid metabolism, Retinol metabolism"
"718","mmu:13177","","Eci1, Dc, Dci, ec, eci","mmu00071","","Fatty acid degradation"
"719","mmu:230639","","Cyp4a29, Cyp4a2, Cyp4a29-ps","mmu00071, mmu00590, mmu00830","","Fatty acid degradation, Arachidonic acid metabolism, Retinol metabolism"
"720","mmu:23986","","Eci2, ACBD, Acbd2, DR, Drs1, HCA8, Hca88, Pe, Peci","mmu00071","","Fatty acid degradation"
"721","mmu:277753","","Cyp4a12a, BC025936, Cyp4a, Cyp4a12","mmu00071, mmu00590, mmu00830","","Fatty acid degradation, Arachidonic acid metabolism, Retinol metabolism"
"722","mmu:435802","","Cyp4a30b, Cyp4a30, Cyp4a30b-ps","mmu00071, mmu00590, mmu00830","","Fatty acid degradation, Arachidonic acid metabolism, Retinol metabolism"
"723","mmu:666168","","Cyp4a31","mmu00071, mmu00590, mmu00830","","Fatty acid degradation, Arachidonic acid metabolism, Retinol metabolism"
"724","mmu:66885","","Acadsb, 1300003O09Rik, 2-MEBCAD, BB066609, SBCAD","mmu00071, mmu00280","","Fatty acid degradation, Valine, leucine and isoleucine degradation"
"725","mmu:69123","","Eci3, 1810022C23Rik, Kseg2","mmu00071","","Fatty acid degradation"
"726","mmu:78070","","Cpt1c, 6530437J22Rik, 9630004I06Rik, CPT_I-C, CPT_IC, CPT1-B, CPTI-B","mmu00071","","Fatty acid degradation"
"727","mmu:353371","","Oxct2b, Scot-, Scot-t2","mmu00072, mmu00280, mmu00650","","Synthesis and degradation of ketone bodies, Valine, leucine and isoleucine degradation, Butanoate metabolism"
"728","mmu:64059","","Oxct2a, Oxct, Oxct2, Scot, Scot-, Scot-t1","mmu00072, mmu00280, mmu00650","","Synthesis and degradation of ketone bodies, Valine, leucine and isoleucine degradation, Butanoate metabolism"
"729","mmu:67041","","Oxct1, 2610008O03Rik, Oxct, Oxct2a, Sco, Scot-s","mmu00072, mmu00280, mmu00650","","Synthesis and degradation of ketone bodies, Valine, leucine and isoleucine degradation, Butanoate metabolism"
"730","mmu:69772","","Bdh2, 1810026B04Rik, Dhr, Dhrs6","mmu00072, mmu00650","","Synthesis and degradation of ketone bodies, Butanoate metabolism"
"731","mmu:71911","","Bdh1, 2310032J20Rik, AI327223, Bdh","mmu00072, mmu00650","","Synthesis and degradation of ketone bodies, Butanoate metabolism"
"732","mmu:13081","","Cyp24a1, 24-OH, 24-OHase, CP2, CP24, Cyp2, Cyp24","mmu00100","","Steroid biosynthesis"
"733","mmu:14137","","Fdft1, S, SQS, SS","mmu00100","","Steroid biosynthesis"
"734","mmu:16889","","Lipa, AA960673, L, Lal, Li, Lip-1, Lip1","mmu00100","","Steroid biosynthesis"
"735","mmu:20652","","Soat1, 8430426K15Rik, ACAT, ACAT-1, AW550831, Aca, Acact, ald, hi, hid","mmu00100","","Steroid biosynthesis"
"736","mmu:20775","","Sqle, AI323792","mmu00100","","Steroid biosynthesis"
"737","mmu:223920","","Soat2, ACA, ACAT2, D15Wsu97, D15Wsu97e","mmu00100","","Steroid biosynthesis"
"738","mmu:98386","","Lbr, AI505894, C14SR, ic","mmu00100","","Steroid biosynthesis"
"739","mmu:101502","","Hsd3b7, AI195443, BB098564","mmu00120","","Primary bile acid biosynthesis"
"740","mmu:104086","","Cyp27a1, 1300013A03Rik, Cyp2, Cyp27","mmu00120","","Primary bile acid biosynthesis"
"741","mmu:12642","","Ch25h, AI462618, m25O, m25OH","mmu00120","","Primary bile acid biosynthesis"
"742","mmu:13116","","Cyp46a1, CH24H, Cyp4, Cyp46","mmu00120","","Primary bile acid biosynthesis"
"743","mmu:13122","","Cyp7a1, CYPVII, CYPVIIc","mmu00120, mmu00140","","Primary bile acid biosynthesis, Steroid hormone biosynthesis"
"744","mmu:13123","","Cyp7b1, AW261589, D3Ertd552, D3Ertd552e, hct-1","mmu00120, mmu00140","","Primary bile acid biosynthesis, Steroid hormone biosynthesis"
"745","mmu:13124","","Cyp8b1","mmu00120","","Primary bile acid biosynthesis"
"746","mmu:170789","","Acot8, PTE-, PTE-1, PTE-2, Pte, Pte1","mmu00120","","Primary bile acid biosynthesis"
"747","mmu:17117","","Amacr, Mac, Macr1","mmu00120","","Primary bile acid biosynthesis"
"748","mmu:208665","","Akr1d1","mmu00120, mmu00140","","Primary bile acid biosynthesis, Steroid hormone biosynthesis"
"749","mmu:56050","","Cyp39a1, mCYP39A1","mmu00120","","Primary bile acid biosynthesis"
"750","mmu:18104","","Nqo1, AV001255, Di, Dia4, Dtd, NM, NQ, Nmo-1, Nmo1, Nmor1, Ox, Ox-, Ox-1, Ox1, QR, Qr1","mmu00130","","Ubiquinone and other terpenoid-quinone biosynthesis"
"751","mmu:27973","","Vkorc1, D7Wsu86, D7Wsu86e","mmu00130","","Ubiquinone and other terpenoid-quinone biosynthesis"
"752","mmu:56316","","Ggcx","mmu00130","","Ubiquinone and other terpenoid-quinone biosynthesis"
"753","mmu:69568","","Vkorc1l1, 2310024K08Rik","mmu00130","","Ubiquinone and other terpenoid-quinone biosynthesis"
"754","mmu:100041375","","Cyp3a41b","mmu00140, mmu00591, mmu00830","","Steroid hormone biosynthesis, Linoleic acid metabolism, Retinol metabolism"
"755","mmu:105349","","Akr1c18, 20alph, AW146047","mmu00140","","Steroid hormone biosynthesis"
"756","mmu:107141","","Cyp2c50, AI266900","mmu00140, mmu00590, mmu00591, mmu00830","","Steroid hormone biosynthesis, Arachidonic acid metabolism, Linoleic acid metabolism, Retinol metabolism"
"757","mmu:12846","","Comt, Comt1, D16Wsu103, D16Wsu103e, D330014B15Rik","mmu00140, mmu00350","","Steroid hormone biosynthesis, Tyrosine metabolism"
"758","mmu:13076","","Cyp1a1, AHH, AHRR, CP11, CYPIA1, P450-, P450-1","mmu00140, mmu00380, mmu00830, mmu00980","","Steroid hormone biosynthesis, Tryptophan metabolism, Retinol metabolism, Metabolism of xenobiotics by cytochrome P450"
"759","mmu:13077","","Cyp1a2, CP1, CP12, CYPIA2, P450-, P450-3","mmu00140, mmu00232, mmu00380, mmu00591, mmu00830, mmu00980, mmu00982","","Steroid hormone biosynthesis, Caffeine metabolism, Tryptophan metabolism, Linoleic acid metabolism, Retinol metabolism, Metabolism of xenobiotics by cytochrome P450, Drug metabolism - cytochrome P450"
"760","mmu:13078","","Cyp1b1, CP1B, CYPIB1, P4501b1","mmu00140, mmu00380, mmu00980","","Steroid hormone biosynthesis, Tryptophan metabolism, Metabolism of xenobiotics by cytochrome P450"
"761","mmu:13088","","Cyp2b10, Cyp2, Cyp2b, Cyp2b2, Cyp2b20, p1, p16","mmu00140, mmu00590, mmu00830","","Steroid hormone biosynthesis, Arachidonic acid metabolism, Retinol metabolism"
"762","mmu:13089","","Cyp2b13","mmu00140, mmu00590, mmu00830","","Steroid hormone biosynthesis, Arachidonic acid metabolism, Retinol metabolism"
"763","mmu:13090","","Cyp2b19, CYPIIB19","mmu00140, mmu00590, mmu00830","","Steroid hormone biosynthesis, Arachidonic acid metabolism, Retinol metabolism"
"764","mmu:13094","","Cyp2b9, Cyp2, Cyp2b","mmu00140, mmu00590, mmu00830","","Steroid hormone biosynthesis, Arachidonic acid metabolism, Retinol metabolism"
"765","mmu:13095","","Cyp2c29, AH, AHO, AHOH, AHOHase, AI159681, AI196010, Ah-, Ah-2, Ahh-, Ahh-1, Cyp2, Cyp2c, P450-2, P450-2C","mmu00140, mmu00590, mmu00591, mmu00830","","Steroid hormone biosynthesis, Arachidonic acid metabolism, Linoleic acid metabolism, Retinol metabolism"
"766","mmu:13096","","Cyp2c37","mmu00140, mmu00590, mmu00591, mmu00830","","Steroid hormone biosynthesis, Arachidonic acid metabolism, Linoleic acid metabolism, Retinol metabolism"
"767","mmu:13097","","Cyp2c38","mmu00140, mmu00590, mmu00591, mmu00830","","Steroid hormone biosynthesis, Arachidonic acid metabolism, Linoleic acid metabolism, Retinol metabolism"
"768","mmu:13098","","Cyp2c39, CYPIIC39","mmu00140, mmu00590, mmu00591, mmu00830","","Steroid hormone biosynthesis, Arachidonic acid metabolism, Linoleic acid metabolism, Retinol metabolism"
"769","mmu:13099","","Cyp2c40, AI265721, AI662255","mmu00140, mmu00590, mmu00591, mmu00830","","Steroid hormone biosynthesis, Arachidonic acid metabolism, Linoleic acid metabolism, Retinol metabolism"
"770","mmu:13101","","Cyp2d10, AI303445, Cyp2, Cyp2d, P450-2, P450-2D","mmu00140","","Steroid hormone biosynthesis"
"771","mmu:13105","","Cyp2d9, Cyp2, Cyp2d, P450-2, P450-2D","mmu00140","","Steroid hormone biosynthesis"
"772","mmu:13106","","Cyp2e1, CYPIIE1, Cyp2, Cyp2e","mmu00140, mmu00590, mmu00591, mmu00980, mmu00982, mmu00983","","Steroid hormone biosynthesis, Arachidonic acid metabolism, Linoleic acid metabolism, Metabolism of xenobiotics by cytochrome P450, Drug metabolism - cytochrome P450, Drug metabolism - other enzymes"
"773","mmu:13112","","Cyp3a11, AI256190, Cyp, Cyp3a, II, IIIAm1, P, Pcn","mmu00140, mmu00591, mmu00830","","Steroid hormone biosynthesis, Linoleic acid metabolism, Retinol metabolism"
"774","mmu:13113","","Cyp3a13, II, IIIAm2","mmu00140, mmu00591, mmu00830","","Steroid hormone biosynthesis, Linoleic acid metabolism, Retinol metabolism"
"775","mmu:13114","","Cyp3a16","mmu00140, mmu00591, mmu00830","","Steroid hormone biosynthesis, Linoleic acid metabolism, Retinol metabolism"
"776","mmu:15485","","Hsd17b1, 17HSDB1, 17beta-H, 17beta-HSD, E2DH, Hsd17, Hsd17ba","mmu00140","","Steroid hormone biosynthesis"
"777","mmu:15486","","Hsd17b2, AI194836, AI194967, AI255511","mmu00140","","Steroid hormone biosynthesis"
"778","mmu:15487","","Hsd17b3","mmu00140","","Steroid hormone biosynthesis"
"779","mmu:192970","","Dhrs11","mmu00140","","Steroid hormone biosynthesis"
"780","mmu:20860","","Sult1e1, ES, EST, ST1E1, St, Ste","mmu00140","","Steroid hormone biosynthesis"
"781","mmu:20905","","Sts, A, ArsC","mmu00140","","Steroid hormone biosynthesis"
"782","mmu:223706","","Cyp2d34","mmu00140","","Steroid hormone biosynthesis"
"783","mmu:226105","","Cyp2c70","mmu00140, mmu00590, mmu00591, mmu00830","","Steroid hormone biosynthesis, Arachidonic acid metabolism, Linoleic acid metabolism, Retinol metabolism"
"784","mmu:226143","","Cyp2c23, AW107714, BC034834, Cyp2c4, Cyp2c44, b2b386Clo","mmu00140, mmu00590, mmu00591, mmu00830","","Steroid hormone biosynthesis, Arachidonic acid metabolism, Linoleic acid metabolism, Retinol metabolism"
"785","mmu:243881","","Cyp2b23, EG243881","mmu00140, mmu00590, mmu00830","","Steroid hormone biosynthesis, Arachidonic acid metabolism, Retinol metabolism"
"786","mmu:27400","","Hsd17b6, 17betaHS, 17betaHSD9, Hsd17b, Hsd17b9, Rdh, Rdh8","mmu00140, mmu00830","","Steroid hormone biosynthesis, Retinol metabolism"
"787","mmu:337924","","Cyp3a44","mmu00140, mmu00591, mmu00830","","Steroid hormone biosynthesis, Linoleic acid metabolism, Retinol metabolism"
"788","mmu:380997","","Cyp2d12, 9030605E09Rik","mmu00140","","Steroid hormone biosynthesis"
"789","mmu:404195","","Cyp2c54, EG404195","mmu00140, mmu00590, mmu00591, mmu00830","","Steroid hormone biosynthesis, Arachidonic acid metabolism, Linoleic acid metabolism, Retinol metabolism"
"790","mmu:433247","","Cyp2c68, 9030012A22Rik","mmu00140, mmu00590, mmu00591, mmu00830","","Steroid hormone biosynthesis, Arachidonic acid metabolism, Linoleic acid metabolism, Retinol metabolism"
"791","mmu:53973","","Cyp3a41a, Cyp3a, Cyp3a41","mmu00140, mmu00591, mmu00830","","Steroid hormone biosynthesis, Linoleic acid metabolism, Retinol metabolism"
"792","mmu:54200","","Sult2b1, AI326997, BB173635, ST2B1, SULT, SULT2B","mmu00140","","Steroid hormone biosynthesis"
"793","mmu:545123","","Cyp2d11, Cyp2, Cyp2d, P450-2, P450-2D","mmu00140","","Steroid hormone biosynthesis"
"794","mmu:56388","","Cyp3a25, AI327008","mmu00140, mmu00591, mmu00830","","Steroid hormone biosynthesis, Linoleic acid metabolism, Retinol metabolism"
"795","mmu:56448","","Cyp2d22, 2D22","mmu00140","","Steroid hormone biosynthesis"
"796","mmu:57357","","Srd5a3, 1110025P14Rik, A430076C09, AV364670, AW987574, D730040M03Rik, H5ar, S5AR_3, Srd, Srd5a2l","mmu00140, mmu00510","","Steroid hormone biosynthesis, N-Glycan biosynthesis"
"797","mmu:69888","","Cyp2c66, 2010301M18Rik","mmu00140, mmu00590, mmu00591, mmu00830","","Steroid hormone biosynthesis, Arachidonic acid metabolism, Linoleic acid metabolism, Retinol metabolism"
"798","mmu:71754","","Cyp2d40, 1300013D18Rik, CYPIID3, P450-DB3","mmu00140","","Steroid hormone biosynthesis"
"799","mmu:72082","","Cyp2c55, 2010318C06Rik","mmu00140, mmu00590, mmu00591, mmu00830","","Steroid hormone biosynthesis, Arachidonic acid metabolism, Linoleic acid metabolism, Retinol metabolism"
"800","mmu:72303","","Cyp2c65, 2210009K14Rik","mmu00140, mmu00590, mmu00591, mmu00830","","Steroid hormone biosynthesis, Arachidonic acid metabolism, Linoleic acid metabolism, Retinol metabolism"
"801","mmu:76279","","Cyp2d26, 1300006E06Rik","mmu00140","","Steroid hormone biosynthesis"
"802","mmu:78925","","Srd5a1, 0610031P22Rik, 4930435F02Rik, S5AR_1, Srd5, Srd5a-1","mmu00140","","Steroid hormone biosynthesis"
"803","mmu:791260","","Tomt, Comt, Comt2, F930017I19Rik","mmu00140, mmu00350","","Steroid hormone biosynthesis, Tyrosine metabolism"
"804","mmu:94224","","Srd5a2, 5AR, 5ART2, S5AR_2","mmu00140","","Steroid hormone biosynthesis"
"805","mmu:100041273","","Ndufb4c, Gm3244","mmu00190","","Oxidative phosphorylation"
"806","mmu:100042503","","Ndufb4b, Gm3873","mmu00190","","Oxidative phosphorylation"
"807","mmu:104130","","Ndufb11, CI-ESSS, D5Bwg0566e, D5Bwg0577e, NP15.6, Np, Np15, p15.6","mmu00190","","Oxidative phosphorylation"
"808","mmu:108664","","Atp6v1h, 0710001F19Rik, AU022349, CGI-11, SFD, SFDalpha, SFDbeta, VMA13","mmu00190","","Oxidative phosphorylation"
"809","mmu:110323","","Cox6b1, 2010000G05Rik, COX_VIb-1, Cox6b","mmu00190","","Oxidative phosphorylation"
"810","mmu:110935","","Atp6v1b1, AW208839, Atp6, Atp6b1, D630003L15, D630030L16Rik, D630039P21Rik, V, Vp, Vpp-3, Vpp3","mmu00190","","Oxidative phosphorylation"
"811","mmu:114143","","Atp6v0b, 2310024H13Rik, Atp, Atp6f, VMA, VMA16","mmu00190","","Oxidative phosphorylation"
"812","mmu:11944","","Atp4a","mmu00190","","Oxidative phosphorylation"
"813","mmu:11945","","Atp4b, AV080843","mmu00190","","Oxidative phosphorylation"
"814","mmu:11946","","Atp5a1, AI035633, AL022851, AL023067, At, Atp5f1a, Atpm, D18Ertd206, D18Ertd206e, Mom, Mom2","mmu00190","","Oxidative phosphorylation"
"815","mmu:11947","","Atp5b, Atp5f1b","mmu00190","","Oxidative phosphorylation"
"816","mmu:11949","","Atp5c1, 1700094F02Rik, Atp5f1c","mmu00190","","Oxidative phosphorylation"
"817","mmu:11950","","Atp5pb, Atp5, Atp5f1, C76477","mmu00190","","Oxidative phosphorylation"
"818","mmu:11951","","Atp5g1, Atp5mc1","mmu00190","","Oxidative phosphorylation"
"819","mmu:11957","","Atp5j, Atp5pf, CF6","mmu00190","","Oxidative phosphorylation"
"820","mmu:11958","","Atp5k, 2610008D24Rik, Atp5i, Atp5me, Lfm, Lfm1","mmu00190","","Oxidative phosphorylation"
"821","mmu:11964","","Atp6v1a, AI647066, Atp, Atp6a1, Atp6a2, Atp6v1a1, V, VA, VA68, VPP2","mmu00190","","Oxidative phosphorylation"
"822","mmu:11966","","Atp6v1b2, AI194269, AI790362, Atp6, Atp6b2, HO5, HO57, R74844","mmu00190","","Oxidative phosphorylation"
"823","mmu:11972","","Atp6v0d1, AI267038, Ac3, Ac39, Atp, Atp6d, P3, P39, VATX, Vm, Vma6","mmu00190","","Oxidative phosphorylation"
"824","mmu:11973","","Atp6v1e1, 2410029D23Rik, Atp, Atp6, Atp6e, Atp6e2, Atp6v1e, D6Ertd385, D6Ertd385e, Vma4, p31","mmu00190","","Oxidative phosphorylation"
"825","mmu:11974","","Atp6v0e, Atp, Atp6k, Atp6v0e1, M9.2","mmu00190","","Oxidative phosphorylation"
"826","mmu:11975","","Atp6v0a1, AA959968, ATP6a1, Atp, Atp6n1, Atp6n1a, Atpv0a1, V, Vp, Vpp-1, Vpp1","mmu00190","","Oxidative phosphorylation"
"827","mmu:11984","","Atp6v0c, A, At, Atp, Atp6, Atp6c, Atp6c2, Atp6l, Atpl, Atpl-rs1, PL, PL16, VATL, Vma3, pro","mmu00190","","Oxidative phosphorylation"
